slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
cevizli-tirit-samsun-usulu,Samsun Cevizli Tirit,"Samsun cevizli tirit, et suyuna bastırılmış ekmeği ceviz ve yoğurtla buluşturarak yumuşak, sıcak ve doyurucu bir Karadeniz tabağı kurar.",YEMEK,tr,MEDIUM,18,22,40,4,286,Bayat ekmek 4 dilim | Et suyu 2 su bardağı | Yoğurt 1 su bardağı | Ceviz 0.5 su bardağı | Tereyağı 20 gr,5,"1. Ekmeği servis tabağına yerleştirin. || 2. Et suyunu ısıtıp ekmeğin üstüne gezdirin. || 3. Yoğurt, ceviz ve eritilmiş tereyağıyla tamamlayıp servis edin.",3,"GLUTEN,SUT,KUSUYEMIS","tek-tencere,misafir-sofrasi",Ekmeği suya kısa süre batırmak dağılmasını önler.,Ilık servis edin.,Samsun Walnut Tirit,"This Samsun tirit softens bread in broth, then finishes it with walnuts and yogurt for a warm, hearty Black Sea plate.",,,0,0,Samsun Tirit mit Walnuss,"Dieser Tirit aus Samsun tränkt Brot in Brühe und vollendet es mit Walnüssen und Joghurt zu einem warmen, sättigenden Schwarzmeer-Teller.",,,0,0
misir-yarmali-tavuk-corbasi-ordu-usulu,Ordu Mısır Yarmalı Tavuk Çorbası,"Ordu mısır yarmalı tavuk çorbası, didiklenmiş tavuk ve mısır yarmasını aynı tencerede pişirerek yoğun gövdeli, sıcak ve kırsal bir çorba çıkarır.",CORBA,tr,EASY,12,28,40,4,214,Tavuk göğsü 300 gr | Mısır yarması 0.75 su bardağı | Su 5 su bardağı | Tuz 0.75 çay kaşığı | Karabiber 0.5 çay kaşığı,5,1. Tavuğu haşlayıp didikleyin. || 2. Mısır yarmasını suyla birlikte 20 dakika pişirin. || 3. Tavuğu ve baharatları ekleyip 8 dakika daha kaynatın.,3,,"tek-tencere,yuksek-protein,kis-tarifi",Mısır yarmasını önceden yıkamak çorbanın daha berrak kalmasını sağlar.,Sıcak servis edin.,Ordu Chicken Soup with Cracked Corn,"This Ordu soup cooks shredded chicken with cracked corn for a thick, warming, rustic bowl from the Black Sea.",,,0,0,Ordu Hühnersuppe mit Maisgrütze,"Diese Suppe aus Ordu kocht gezupftes Huhn mit Maisgrütze zu einer dichten, wärmenden und ländlichen Schale vom Schwarzen Meer.",,,0,0
hamsili-karalahana-sote-giresun-usulu,Giresun Hamsili Karalahana Sote,"Giresun hamsili karalahana sote, ince kıyılmış karalahanayı hamsiyle tavada birleştirerek tuzlu, yeşil ve kıyı karakterli bir yemek hazırlar.",YEMEK,tr,EASY,14,16,30,4,198,Hamsi fileto 250 gr | Karalahana 1 demet | Kuru soğan 1 adet | Zeytinyağı 1 yemek kaşığı | Mısır unu 1 yemek kaşığı,5,1. Soğanı yağda 4 dakika çevirin. || 2. Karalahanayı ve mısır ununu ekleyip 5 dakika soteleyin. || 3. Hamsiyi katıp 6 dakika daha pişirin.,3,DENIZ_URUNLERI,"30-dakika-alti,yuksek-protein,kis-tarifi",Karalahanayı fazla uzun pişirmemek parlak rengini korur.,Sıcak servis edin.,Giresun Anchovy Kale Sauté,"This Giresun pan dish joins kale with anchovies for a salty, green, coastal plate full of Black Sea character.",,,0,0,Giresun-Sauté aus Anchovis und Schwarzkohl,"Dieses Pfannengericht aus Giresun verbindet Schwarzkohl mit Anchovis zu einem salzigen, grünen und küstigen Teller voller Schwarzmeer-Charakter.",,,0,0
mincili-laz-boregi-rize-usulu,Rize Mincili Laz Böreği,"Rize mincili Laz böreği, ince hamur arasına minci ve tereyağı doldurarak çıtır katlı, hafif tuzlu ve çay yanına yakışan bir börek sunar.",APERATIF,tr,MEDIUM,24,25,49,6,244,Un 2 su bardağı | Yumurta 1 adet | Minci 150 gr | Tereyağı 50 gr | Su 0.75 su bardağı,5,"1. Un, yumurta ve suyla hamur hazırlayın. || 2. Hamuru açıp aralarına tereyağı ve minci yayarak katlayın. || 3. Böreği 190°C fırında 25 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,İç harcı sulu bırakmamak katların çıtır kalmasına yardım eder.,Ilık servis edin.,Rize Minci Laz Pastry,"This Rize pastry layers thin dough with minci cheese and butter for a crisp, lightly salty bake made for tea time.",,,0,0,Laz-Börek mit Minci aus Rize,"Dieses Gebäck aus Rize schichtet dünnen Teig mit Minci-Käse und Butter zu einem knusprigen, leicht salzigen Ofenstück für die Teestunde.",,,0,0
fasulyeli-misir-ekmegi-durumu-trabzon-usulu,Trabzon Fasulyeli Mısır Ekmeği Dürümü,"Trabzon fasulyeli mısır ekmeği dürümü, haşlanmış fasulyeyi mısır ekmeğine sararak tok, pratik ve kırsal bir öğün kurar.",KAHVALTI,tr,EASY,10,10,20,4,228,Mısır ekmeği 4 dilim | Haşlanmış kuru fasulye 2 su bardağı | Tereyağı 20 gr | Karabiber 0.5 çay kaşığı,4,1. Fasulyeyi tereyağı ve karabiberle 5 dakika ısıtın. || 2. Mısır ekmeklerini tavada hafifçe ısıtın. || 3. Fasulyeyi ekmeklere paylaştırıp dürüm yaparak servis edin.,3,GLUTEN,"30-dakika-alti,butce-dostu,vejetaryen",Mısır ekmeğini tavada kısa ısıtmak sarımı kolaylaştırır.,Ilık servis edin.,Trabzon Cornbread Wrap with Beans,"This Trabzon wrap fills corn bread with cooked beans for a rustic, practical, and satisfying meal.",,,0,0,Trabzon-Wrap aus Maisbrot mit Bohnen,"Dieser Wrap aus Trabzon füllt Maisbrot mit gekochten Bohnen zu einer rustikalen, praktischen und sättigenden Mahlzeit.",,,0,0
keskekli-istavrit-tava-sinop-usulu,Sinop Keşkekli İstavrit Tava,"Sinop keşkekli istavrit tava, yumuşak keşkek tabanını tavada kızarmış istavritle buluşturarak deniz ve tahılı aynı tabakta toplar.",YEMEK,tr,MEDIUM,16,20,36,4,274,İstavrit 500 gr | Keşkeklik buğday 1 su bardağı | Un 2 yemek kaşığı | Sıvı yağ 3 yemek kaşığı | Tuz 0.75 çay kaşığı,5,1. Buğdayı yumuşayana kadar haşlayıp ezin. || 2. İstavriti unlayıp tavada 8 dakika kızartın. || 3. Keşkeği tabağa alıp balığı üstüne yerleştirerek servis edin.,3,"GLUTEN,DENIZ_URUNLERI",misafir-sofrasi,Balığı tavaya almadan önce kurulamak daha net kızarmasını sağlar.,Sıcak servis edin.,Sinop Horse Mackerel with Keskek,"This Sinop plate sets pan-fried horse mackerel over soft wheat keskek, bringing sea and grain together in one dish.",,,0,0,Sinop-Stöcker mit Keşkek,Dieser Teller aus Sinop legt gebratenen Stöcker auf weichen Weizen-Keşkek und bringt Meer und Getreide in einem Gericht zusammen.,,,0,0
enginarli-borulce-guveci-izmir-usulu,İzmir Enginarlı Börülce Güveci,"İzmir enginarlı börülce güveci, taze börülce ve enginarı zeytinyağında pişirerek hafif, sulu ve Ege kokulu bir sebze yemeği hazırlar.",YEMEK,tr,EASY,15,25,40,4,176,Taze börülce 300 gr | Enginar 2 adet | Domates 2 adet | Zeytinyağı 2 yemek kaşığı | Limon suyu 1 yemek kaşığı,5,1. Sebzeleri doğrayıp tencereye alın. || 2. Zeytinyağı ve domatesle 20 dakika pişirin. || 3. Limon suyunu ekleyip dinlendirerek servis edin.,3,,"vegan,yaz-tarifi,tek-tencere",Enginarı limonlu suda bekletmek rengini korur.,Ilık servis edin.,Izmir Green Bean and Artichoke Stew,"This Izmir olive-oil stew cooks green beans with artichokes into a light, brothy vegetable dish full of Aegean aroma.",,,0,0,Gemüsegüveç aus Izmir mit Bohnen und Artischocke,"Dieser Olivenöleintopf aus Izmir gart grüne Bohnen mit Artischocken zu einem leichten, saftigen Gemüsegericht voller Ägäis-Aroma.",,,0,0
zeytinli-keskek-aydin-usulu,Aydın Zeytinli Keşkek,"Aydın zeytinli keşkek, dövme buğdayı yeşil zeytin ve zeytinyağıyla pişirerek Ege’ye özgü hafif ekşili bir keşkek yorumu sunar.",YEMEK,tr,MEDIUM,12,38,50,4,232,Dövme buğday 1 su bardağı | Yeşil zeytin 0.75 su bardağı | Zeytinyağı 2 yemek kaşığı | Su 4 su bardağı | Tuz 0.5 çay kaşığı,5,1. Buğdayı suyla tencereye alın. || 2. Karışımı 35 dakika pişirip ezmeye başlayın. || 3. Zeytin ve zeytinyağını ekleyip 3 dakika daha pişirin.,3,GLUTEN,"vejetaryen,tek-tencere",Zeytini son bölümde eklemek acılığını dengede tutar.,Ilık servis edin.,Aydin Olive Keskek,This Aydin-style keskek cooks cracked wheat with green olives and olive oil for a gently tangy Aegean take on the classic.,,,0,0,Aydın-Keşkek mit Oliven,Dieses Keşkek nach Aydın-Art kocht Weizen mit grünen Oliven und Olivenöl zu einer mild säuerlichen Ägäis-Version des Klassikers.,,,0,0
eksili-kabak-siyirmasi-mugla-usulu,Muğla Ekşili Kabak Sıyırması,"Muğla ekşili kabak sıyırması, ince doğranmış kabağı sarımsak ve limonla pişirerek sulu, ferah ve sade bir yaz yemeği çıkarır.",YEMEK,tr,EASY,10,16,26,4,122,Kabak 4 adet | Sarımsak 2 diş | Limon suyu 1.5 yemek kaşığı | Zeytinyağı 1.5 yemek kaşığı | Dereotu 0.25 demet,5,1. Kabakları ince şeritler halinde doğrayın. || 2. Yağ ve sarımsakla 10 dakika pişirin. || 3. Limon suyu ve dereotunu ekleyip servis edin.,3,,"30-dakika-alti,vegan,yaz-tarifi",Kabağı ince sıyırmak kısa sürede yumuşamasını sağlar.,Ilık servis edin.,Mugla Tangy Shaved Zucchini,"This Mugla dish cooks shaved zucchini with garlic and lemon into a light, brothy, and refreshing summer plate.",,,0,0,Mugla-Säurezucchini,"Dieses Gericht aus Muğla gart fein gehobelte Zucchini mit Knoblauch und Zitrone zu einem leichten, saftigen und erfrischenden Sommerteller.",,,0,0
eksili-pancarli-keskek-kastamonu-usulu,Kastamonu Ekşili Pancarlı Keşkek,"Kastamonu ekşili pancarlı keşkek, dövme buğdayı pancar ve limonla pişirerek kıpkırmızı, tok ve kırsal bir sofra yemeği sunar.",YEMEK,tr,MEDIUM,14,36,50,4,224,Dövme buğday 1 su bardağı | Pancar 2 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Su 4 su bardağı,5,1. Buğdayı suyla tencereye alın. || 2. Pancarı ekleyip yemeği 30 dakika pişirin. || 3. Limon suyuyla tamamlayıp servis edin.,3,GLUTEN,"tek-tencere,vejetaryen",Pancarı küçük doğramak keşkeğe daha dengeli renk verir.,Ilık servis edin.,Kastamonu Sour Beet Keskek,"This Kastamonu dish cooks cracked wheat with beet and lemon into a rustic, filling pot meal.",,,0,0,Kastamonu-Keşkek mit saurer Roter Bete,"Dieses Gericht aus Kastamonu kocht Weizen mit Roter Bete und Zitrone zu einer rustikalen, sättigenden Topfmahlzeit.",,,0,0
